"Date","High","Low","Open","Close","Volume"
"2015-10-28",10.35,8.72,9.23,9.45,1986500
"2015-10-29",10.19,9.5,9.6,9.75,1201000
"2015-10-30",10.82,9.78,9.99,10.58,2000400
"2015-11-02",13,11.06,11.18,13,4093600
"2015-11-03",14.84,12.15,13.66,14.33,6873300
"2015-11-04",14.42,13.08,14.18,13.3,2745900
"2015-11-05",13.2,10.5,12.4,10.92,6995800
"2015-11-06",10.6,8.05,10.57,8.2,6213300
"2015-11-09",9.2,6.05,9.09,6.2,16102200
"2015-11-10",5.89,3.6,4.58,5.44,16852600
"2015-11-11",6.44,4.92,5.45,5.44,7882200
"2015-11-12",5.92,4.95,5.68,5.23,2309900
"2015-11-13",5.21,4.47,5.21,4.55,3135400
"2015-11-16",4.88,4.15,4.6,4.22,1631500
"2015-11-17",3.99,3.16,3.9,3.24,4689900
"2015-11-18",6.03,3.87,4.1,5.3,34225000
"2015-11-19",6.96,5.65,6.33,5.9,14098500
"2015-11-20",6.3,5.38,5.67,5.83,3866800
"2015-11-23",6.36,5.91,6.07,6,2486600
"2015-11-24",6.04,5.5,5.95,5.61,1784700
"2015-11-25",5.85,5.5,5.65,5.52,991300
"2015-11-27",6,5.38,5.63,6,828900
"2015-11-30",8.14,6.91,7.25,6.99,20072800
"2015-12-01",7.084,6.21,7.06,6.33,3430800
"2015-12-02",6.44,5.57,5.78,5.76,3441300
"2015-12-03",6.44,5.76,5.86,6.405,1498800
"2015-12-04",6.69,6.21,6.52,6.33,1909200
"2015-12-07",6.59,6.1,6.35,6.46,1017700
"2015-12-08",7.29,6.16,6.28,6.56,2586900
"2015-12-09",7.15,6.65,6.67,6.75,1264900
"2015-12-10",7.1,6.65,7.04,6.72,1128800
"2015-12-11",7.15,6.55,6.61,7.11,2058700
"2015-12-14",7.99,7.39,7.44,7.61,3477700
"2015-12-15",8.03,6.86,7.74,6.87,3534600
"2015-12-16",7.29,6.87,7,7.15,1708400
"2015-12-17",7.55,7.05,7.26,7.46,1284300
"2015-12-18",7.95,7.3,7.46,7.49,3265900
"2015-12-21",7.86,7.49,7.67,7.77,1638200
"2015-12-22",7.77,7.26,7.53,7.5,1031500
"2015-12-23",7.64,7.21,7.52,7.42,660400
"2015-12-24",7.5,7.1,7.45,7.1,703400
"2015-12-28",7.12,6.5,7.1,7.03,1782300
"2015-12-29",6.74,5.54,5.96,6.28,6586500
"2015-12-30",6.06,5.4,5.89,5.5,3806300
"2015-12-31",5.61,4.6,5.09,5.57,4387600
"2016-01-04",6.34,5.3,5.49,6.26,2658300
"2016-01-05",6.327,6,6.12,6.12,1443800
"2016-01-06",6.05,4.95,6.05,5.11,2643200
"2016-01-07",5.11,4.47,4.98,4.53,1965900
"2016-01-08",4.88,3.77,4.7,4.6,3366000
"2016-01-11",5.8,4.82,5.68,5.16,5227000
"2016-01-12",5.09,4.06,5.03,4.1,2681500
"2016-01-13",4.053,3.5,4.05,3.67,2214400
"2016-01-14",4.29,3.3,3.77,4.05,2056300
"2016-01-15",4.18,3.76,3.76,4.01,1064000
"2016-01-19",4.07,3.65,4.02,3.72,1168800
"2016-01-20",3.6,3.29,3.55,3.58,1375700
"2016-01-21",3.88,3.52,3.55,3.61,727500
"2016-01-22",3.781,3.53,3.65,3.66,461700
"2016-01-25",4.18,3.5,3.7,4.12,1041900
"2016-01-26",4.18,3.78,4.06,3.81,946700
"2016-01-27",3.83,3.58,3.76,3.6,730400
"2016-01-28",3.74,3.41,3.65,3.43,444100
"2016-01-29",3.62,3.37,3.42,3.59,555300
"2016-02-01",3.95,3.51,3.6,3.89,553100
"2016-02-02",4.9,3.95,4,4.27,3712600
"2016-02-03",4.67,4.05,4.25,4.45,1606600
"2016-02-04",4.83,4.36,4.37,4.74,1115700
"2016-02-05",4.736,4.52,4.7,4.64,722700
"2016-02-08",4.4,4.08,4.25,4.32,980700
"2016-02-09",4.4,3.603,4.12,3.71,1205900
"2016-02-10",3.95,3.47,3.83,3.5,770900
"2016-02-11",3.66,3.3,3.4,3.62,676200
"2016-02-12",3.77,3.57,3.72,3.77,328000
"2016-02-16",3.84,3.55,3.78,3.64,403000
"2016-02-17",3.95,3.72,3.72,3.81,553000
"2016-02-18",4.35,3.82,3.82,4.25,962400
"2016-02-19",4.26,3.85,4.25,3.98,729500
"2016-02-22",4.13,3.8,3.95,4.03,491200
"2016-02-23",4.07,3.917,3.93,4.05,260100
"2016-02-24",4.28,3.83,3.89,4.24,447400
"2016-02-25",4.5,4.15,4.16,4.4,593000
"2016-02-26",4.52,4.32,4.5,4.44,295300
"2016-02-29",4.62,4.3,4.5,4.47,436600
"2016-03-01",4.59,4.368,4.45,4.55,342100
"2016-03-02",4.7,4.41,4.46,4.63,427900
"2016-03-03",4.91,4.54,4.6,4.8,506000
"2016-03-04",4.9,4.36,4.89,4.47,766700
"2016-03-07",4.72,4.4,4.45,4.61,506400
"2016-03-08",4.95,4.56,4.62,4.8,528500
"2016-03-09",5.24,4.78,4.84,5.16,866400
"2016-03-10",5.5,4.72,5.5,5.48,1637600
"2016-03-11",5.64,5.02,5.64,5.09,1167800
"2016-03-14",5.089,4.58,4.76,4.93,1352000
"2016-03-15",4.9,4.51,4.87,4.52,549100
"2016-03-16",4.66,4.38,4.5,4.55,442600
"2016-03-17",4.86,4.5,4.59,4.72,422700
"2016-03-18",4.95,4.69,4.69,4.92,335300
"2016-03-21",5.05,4.725,4.92,4.79,423200
"2016-03-22",4.95,4.68,4.8,4.84,311700
"2016-03-23",4.9,4.56,4.81,4.63,333200
"2016-03-24",4.84,4.51,4.54,4.63,276000
"2016-03-28",4.76,4.55,4.63,4.61,146200
"2016-03-29",4.95,4.65,4.82,4.78,487200
"2016-03-30",5.17,4.75,4.78,4.94,643800
"2016-03-31",5.02,4.77,5.01,4.9,439600
"2016-04-01",5.17,4.81,5.01,5.03,512000
"2016-04-04",5.43,4.97,5.07,5.36,689000
"2016-04-05",6,5.3,5.38,5.73,1313000
"2016-04-06",5.97,5.42,5.79,5.47,1127500
"2016-04-07",5.57,5.09,5.48,5.32,440600
"2016-04-08",6.23,5.71,6.03,5.91,8091900
"2016-04-11",5.8,5.39,5.75,5.48,1559000
"2016-04-12",5.482,5.11,5.29,5.43,886300
"2016-04-13",5.75,5.4,5.46,5.61,586700
"2016-04-14",5.77,5.5,5.66,5.67,378900
"2016-04-15",5.69,5.55,5.65,5.57,267100
"2016-04-18",5.79,5.56,5.65,5.66,499500
"2016-04-19",5.72,5.4,5.72,5.56,477600
"2016-04-20",5.67,5.3,5.47,5.31,492400
"2016-04-21",5.35,5.11,5.27,5.23,431600
"2016-04-22",5.3,5.01,5.21,5.24,551200
"2016-04-25",6.491,5.85,5.96,6.06,7001100
"2016-04-26",6.1,5.7,6.01,5.9,1663900
"2016-04-27",5.989,5.58,5.9,5.66,932300
"2016-04-28",5.697,5.5,5.59,5.56,565100
"2016-04-29",5.6,5.35,5.58,5.46,665800
"2016-05-02",5.54,5.06,5.26,5.24,1491700
"2016-05-03",5.53,5.12,5.15,5.5,564700
"2016-05-04",5.48,5.12,5.45,5.2,410400
"2016-05-05",5.28,5.12,5.2,5.19,282600
"2016-05-06",5.13,4.76,5.1,4.81,648100
"2016-05-09",4.79,4.2,4.75,4.2,1134200
"2016-05-10",4.67,4.25,4.26,4.49,626500
"2016-05-11",4.67,4.28,4.47,4.39,344000
"2016-05-12",4.47,3.882,4.33,4,1035800
"2016-05-13",4.19,4,4,4.05,397800
"2016-05-16",4.09,3.96,3.99,4,295900
"2016-05-17",4.17,3.87,4.02,4.05,494800
"2016-05-18",4.25,4,4.13,4.09,427700
"2016-05-19",4.17,3.92,4.05,4.15,322200
"2016-05-20",4.59,4.18,4.3,4.43,850200
